CODLOC,NOMLOC,NOMALTER,codigo_provincia_id
460713,"Desvío Kilómetro 682",NULL,46
460715,"Los Aguirres",NULL,46
460716,"Comandante Leal",NULL,46
460717,"Los Alanices",Alanices,46
460719,"Castro Barros",NULL,46
460720,"Agua del Medio",NULL,46
460721,"Paso San Isidro",NULL,46
460723,Aicuña,NULL,46
460724,"Los Tambillos",NULL,46
460725,"Balde San Isidro",NULL,46
460726,"Bajo de Gallo",NULL,46
460727,"Banda Florida",NULL,46
460728,"Estancia de Maz",NULL,46
460729,"La Pampa",NULL,46
460730,Anchumbil,NULL,46
460731,"El Altillo",NULL,46
460732,Parecitas,NULL,46
460734,"El Condado",NULL,46
460736,Rivadavia,NULL,46
460737,"El Chuschin",NULL,46
460738,"Tres Cerros",NULL,46
460740,"La Banda",NULL,46
460741,"Bajo Jagüel",NULL,46
460742,"Alto Jagüel",NULL,46
460743,"El Quemado",NULL,46
460744,"Santa Rosa",NULL,46
460745,"Jesús María",NULL,46
460746,"Las Catas",NULL,46
460747,"La Armonía",NULL,46
460749,"Corral de Isaac",NULL,46
460750,Jagüel,"Jagüé, Yagüé",46
460751,"La Jarilla",NULL,46
460752,"Villa Bustos",NULL,46
460753,"La Ciénaga",NULL,46
460754,"San Ramón",NULL,46
460755,"Bajo Grande",NULL,46
460757,"El Milagro",NULL,46
460758,Chaupihuasi,NULL,46
460759,"La Puntilla",NULL,46
460760,"Santa Cruz",NULL,46
460761,"Santa Vera Cruz","Santa Cruz",46
460762,"Colonia Malligasta",NULL,46
460763,"Colonia Anguinán",NULL,46
460764,"Colonia Vichigasta",NULL,46
460765,"San Antonio",NULL,46
460766,"Colonia Ortiz de Ocampo",NULL,46
460767,Tudcum,NULL,46
460768,"Potrero de los Bazán",NULL,46
460769,Totoral,NULL,46
460770,"San José",NULL,46
460771,"Valle Hermoso","La Aguadita",46
460772,Salinas,NULL,46
460774,Tacanitos,"La Tacanita",46
460775,Sauces,NULL,46
500002,Mendoza,NULL,50
500004,Guaymallén,"Villa Nueva,Villanueva",50
500006,"Godoy Cruz",NULL,50
500008,"Las Heras","Est. Cabina Tamarindos",50
500010,Maipú,NULL,50
500012,"Luján de Cuyo",NULL,50
500014,"San Rafael",NULL,50
500016,"San Martín",NULL,50
500020,"General Alvear","Est. Colonia Alvear Norte",50
500022,Rivadavia,NULL,50
500024,Tunuyán,NULL,50
500026,Malargüe,"Villa de Malargüe,Malargue",50
500028,Tupungato,NULL,50
500030,"Rodeo del Medio",NULL,50
500032,"La Consulta",NULL,50
500034,"La Paz","Villa La Paz",50
500036,"Villa Tulumaya","Lavalle, General Lavalle",50
500038,Junín,"Villa Junín",50
500040,Perdriel,NULL,50
500042,Bowen,NULL,50
500044,"Monte Comán",NULL,50
500046,"Eugenio Bustos",NULL,50
500048,"Puente de Hierro",NULL,50
500050,Uspallata,NULL,50
500052,"Villa Atuel",NULL,50
500054,"San Carlos","Villa San Carlos",50
500056,"Fray Luis Beltrán",NULL,50
500058,"Vista Flores",NULL,50
500060,"Real del Padre",NULL,50
500062,"Las Catitas","Est. José Néstor Lencinas",50
500064,"Los Barriales",NULL,50
500066,"San Roque",NULL,50
500070,Medrano,NULL,50
500072,"La Dormida",NULL,50
500074,"Costa de Araujo",NULL,50
500076,"Tres Porteñas",NULL,50
500078,"Santa Rosa","Villa Santa Rosa",50
500080,"El Nihuil",NULL,50
500082,Goudge,NULL,50
500084,"25 de Mayo",NULL,50
500086,Ugarteche,NULL,50
500090,"Colonia Segovia","Est. Amigorena",50
500092,"Barrio Titarelli",NULL,50
500094,"Los Campamentos",Campamento,50
500096,Carmensa,"Villa Carmensa",50
500098,"Rama Caída",NULL,50
500102,"Campo Los Andes",NULL,50
500104,"Salto de las Rosas",NULL,50
500106,"Colonia Las Rosas",NULL,50
500108,"La Central",NULL,50
500110,Agrelo,NULL,50
500112,Montecaseros,"Monte Caseros",50
500114,"Villa Bastias",NULL,50
500116,"El Mirador",NULL,50
500118,Russell,NULL,50
500120,"Villa Los Corralitos","Los Corralitos",50
500122,Pareditas,NULL,50
500124,"Las Chimbas",Chimbas,50
500126,"La Libertad",Libertad,50
500128,"Santa María de Oro",NULL,50
500130,"Cruz de Piedra",NULL,50
500132,Chilecito,NULL,50
500134,"La Primavera",NULL,50
500136,"Cordón del Plata",NULL,50
500137,"Las Cuevas",NULL,50
500138,"Puente del Inca",NULL,50
500139,"Los Penitentes",NULL,50
500140,"Punta de Vacas",NULL,50
500141,Polvaredas,NULL,50
500142,"Termas Villavicencio",NULL,50
500143,"Estancia Villavicencio",NULL,50
500144,"Francisco J. Moyano",NULL,50
500145,"El Pastal",NULL,50
500146,"La Hullera",NULL,50
500147,"Minas Salagasta",NULL,50
500148,Jocolí,NULL,50
500150,"Gobernador Benegas",NULL,50
500151,"Chacras de Coria","Est. Paso de los Andes",50
500152,"Las Compuertas",NULL,50
500153,"Blanco Encalada","Estación Blanco Encalada",50
500154,Cacheuta,NULL,50
500155,Potrerillos,NULL,50
500156,Guido,NULL,50
500157,"Estación Uspallata",NULL,50
500158,Capdeville,"Capdevilla, Capdevila",50
500159,"El Salto",NULL,50
500160,"Las Carditas",NULL,50
500161,Vallecitos,NULL,50
500162,"Piedras Blancas",NULL,50
500163,"Parada Petróleo",NULL,50
500164,"Puesto La Jarilla",NULL,50
500165,"Destilería YPF",NULL,50
500166,"El Carrizal de Arriba",NULL,50
500167,"El Carrizal de Abajo",NULL,50
500168,"Baños de las Salinitas",NULL,50
500169,Barrancas,NULL,50
500170,"El Paraíso",NULL,50
500171,Ancón,NULL,50
500172,"Puesto Alfalfar",NULL,50
500173,"Estancia La Pampa",NULL,50
500174,Zapata,NULL,50
500175,"El Sampal",NULL,50
500176,Anchoris,NULL,50
500177,"La Carrera",NULL,50
500178,"Villa Seca",NULL,50
500180,"Haras General Las Heras",NULL,50
500182,"Puesto Gendarmería Nacional El Portillo",NULL,50
500183,"Baños de Capiz",Cápiz,50
500184,"Tres Esquinas",NULL,50
500185,"El Rincón",NULL,50
500186,"Paso de las Carretas",NULL,50
500187,"Estancia El Puma",NULL,50
500188,"Las Peñas",NULL,50
500189,"El Parral",NULL,50
500190,"Estancia Yaucha",Yancha,50
500191,"Almacén Papagayos",NULL,50
500192,"Refugio La Faja",NULL,50
500193,"Estancia Arroyo Hondo",NULL,50
500194,"Refugio Militar General Alvarado",NULL,50
500195,"Puesto Gendarmería Nacional Cruz de Piedra",NULL,50
500196,"Puesto Los Ramblones",NULL,50
500197,"Control YPF",NULL,50
500198,"Campamento Vizcacheras YPF",NULL,50
500199,"El Usillal",NULL,50
500200,"El Plateado",NULL,50
500201,"Arístides Villanueva",NULL,50
500202,Guadales,NULL,50
500203,Resolana,NULL,50
500204,"Estancia La Chilca",NULL,50
500205,"Estancia Los Hualcos",NULL,50
500206,"La Lagunita",NULL,50
500207,"Esancia El Campamento",NULL,50
500208,"Puesto El Colorado",NULL,50
500209,"Almacén La Lata",NULL,50
500210,"Rodolfo Iselín",NULL,50
500211,"Colonia La Llave",NULL,50
500212,"Negro Quemado",NULL,50
500213,"Jaime Prats",NULL,50
500214,Soitué,NULL,50
500215,"Las Malvinas",NULL,50
500216,"Punta del Agua",NULL,50
500217,"Los Pejes",NULL,50
500218,"Estancia Sofía Raquel",NULL,50
500219,"Estancia La Sarita",NULL,50
500220,"Algarrobo de Soitué",NULL,50
500221,"Los Repuntes",NULL,50
500222,"Las Puntanas",NULL,50
500223,"La Mina del Peceño",NULL,50
500224,"Estancia de los Leones",NULL,50
500225,"Los Claveles",NULL,50
500226,"Rincón del Atuel","Est. Ing. Balloffet",50
500227,"Puesto El Jilguero",NULL,50
500228,"Pedro Vargas",NULL,50
500229,"Las Paredes","Est. Capitán Montoya",50
500230,"Estación El Nihuil",NULL,50
500231,"Estancia Tierras Blancas",NULL,50
500232,"Villa Veraniega Club Pesca SR",NULL,50
500233,"Estación Salinas El Diamante",NULL,50
500234,"Estancia La Trintrica",NULL,50
500235,"Embalse Cañada Amarilla",NULL,50
500236,"Desvío Los Parlamentos",NULL,50
500237,"El Sosneado",NULL,50
500238,"Agua Nueva",NULL,50
500239,"Minas El Sosneado",NULL,50
500240,"La Jaula",NULL,50
500241,"Hotel Termas El Sosneado",NULL,50
500242,"Planta de Azufre",NULL,50
500243,"Mina Volcán Overo",NULL,50
500244,"La Picaza",NULL,50
500245,"Santa Elena",NULL,50
500246,"Puesto Agua de la Liebre",NULL,50
500247,"Estancia Las Violetas",NULL,50
500248,"La Tosca",NULL,50
500249,"Los Tolditos",NULL,50
500250,"Apeadero El Chacay",NULL,50
500251,Coihueco,NULL,50
500252,"La Junta",NULL,50
500253,"Ex Fortín Malargüe",NULL,50
500255,"Mina Huemul",NULL,50
500256,"Agua Botada",NULL,50
500257,"Bardas Blancas","(1914 Río Grande)",50
500258,"Llano Blanco",NULL,50
500260,"Las Chacras",NULL,50
500261,"Buta Billón",NULL,50
500262,"El Zampal",NULL,50
500263,"Ranquil Norte","(1914 Barrancas)",50
500264,Calmucó,NULL,50
500265,Mechanquil,NULL,50
500266,"Puesto Gendarmería Nacional Potimalal",NULL,50
500267,Minacar,NULL,50
500268,"Río Chico",NULL,50
500269,"Vega Ferraina",NULL,50
500270,"Cabeza de Vaca",NULL,50
500271,"Hotel Portezuelo del Viento",NULL,50
500272,"Hotel Termas de Azufre",NULL,50
500273,"Valle Hermoso",NULL,50
500274,"Los Molles",NULL,50
500275,"Los Arroyos",NULL,50
500276,"La Valenciana",NULL,50
500277,"Campamento Carapacho",NULL,50
500278,"Puesto Gentile",NULL,50
500279,"Puesto El Peralito",NULL,50
500280,"Mina Ethel",NULL,50
500281,"Puesto La Ventana",NULL,50
500282,"Puesto Marfil",NULL,50
500283,"La Divisoria",NULL,50
500284,Butacó,NULL,50
500285,"Puesto Agua Chacay-Co",NULL,50
500286,"Mina Santa Cruz",NULL,50
500287,"Agua Escondida",NULL,50
500288,Corrales,NULL,50
500289,"Puesto Loreto",NULL,50
500290,"Puesto El Azufre",NULL,50
500291,"Casa de Piedra",NULL,50
500292,"El Cenizo",NULL,50
500293,"Agua de Díaz",NULL,50
500294,"La Cortadera",NULL,50
500295,"Agua del Toro",NULL,50
500296,"Tres Chorros",NULL,50
500297,"Puesto Jagüel de Rosas",NULL,50
500298,"La Salinilla",NULL,50
500299,Ñire-Có,NULL,50
500300,Luancó,NULL,50
500301,"Agua Rica",NULL,50
500302,Matancilla,NULL,50
500303,"Baños de Azufre",NULL,50
500304,"Puesto Rincón Escalona",NULL,50
500305,"Pata Mora",NULL,50
500306,"Boliche Los Barreales",NULL,50
500307,"Puesto Atamisqui",NULL,50
500308,"Puesto Agua de la Marina",NULL,50
500309,"Jagüel de las Chilcas",NULL,50
500310,Ranquil,NULL,50
500311,"Jagüel del Catalán",NULL,50
500312,"El Mollar",NULL,50
500313,"Los Relinchos",NULL,50
500314,"Agua de Cabrera",NULL,50
500315,Ranquil-Có,NULL,50
500316,Coehué-Có,NULL,50
500317,"Malal del Medio",NULL,50
500318,"Ojo de Agua",NULL,50
500319,"Jagüel Amarillo",NULL,50
500320,"Barrealito de Casa de Piedra",NULL,50
500321,"Colonia Alvear","Alvear Oeste, Colonia alvear Oeste",50
500322,"La Mora",NULL,50
500323,Canalejas,NULL,50
500324,"Estancia El Balderón",NULL,50
500325,"Estancia La Varita",NULL,50
500326,"Estancia El Paraíso",NULL,50
500327,"Puesto El Buen Pastor",NULL,50
500328,"Puesto La Caldenada",NULL,50
500329,"Estancia La Cortadera Grande",NULL,50
500330,"Puesto Cochicó",NULL,50
500331,"Puesto Vuelta del Zanjón",NULL,50
500332,Cochicó,NULL,50
500333,"Puesto Lunina",NULL,50
500334,Goico,NULL,50
500335,"Gaspar Campos",NULL,50
500336,Ovejería,NULL,50
500337,"Corral de Lorca",NULL,50
500338,"Pampa del Tigre",NULL,50
500339,"Media Luna",NULL,50
500340,"Puesto La Seña",NULL,50
500341,"Puesto de la Corona",NULL,50
500342,"El Ceibo",NULL,50
500343,Desaguadero,NULL,50
500344,Pampita,NULL,50
500345,"Colonia Japonesa",NULL,50
500346,Pirquita,NULL,50
500347,"Cadetes de Chile",NULL,50
500348,"Maquinista Levet",NULL,50
500349,"La Verde",NULL,50
500350,Maravilla,NULL,50
500351,"Retamo Partido",NULL,50
500352,"Los Algarrobos",NULL,50
500353,"Los Tordillos",NULL,50
500354,"Puntas de Agua",NULL,50
500355,"Estancia Las Vizcacheras",NULL,50
500356,"Puesto de Olguín",NULL,50
500357,"Bajada del Perro",NULL,50
500358,"Estancia El Cercado",NULL,50
500359,"Gobernador Civit",NULL,50
500360,"Parada Kilómetro 947",NULL,50
500361,"Morón Viejo",NULL,50
500362,"La Cienaguita",NULL,50
500363,"Balde Las Lagunitas","Baldes del Norte",50
500364,"Puesto San Vicente",NULL,50
500365,Divisadero,NULL,50
500366,"Puesto El Trueno",NULL,50
500367,"El Cabao Viejo",NULL,50
500368,"Los Yoles",NULL,50
500369,"La Bandera",NULL,50
500370,"El Carbalino",NULL,50
500371,"Pichi Ciego",NULL,50
500372,"El Villeguino",NULL,50
500373,"Estación Comandante Salas","Comandante Salas",50
500374,"El Retiro",NULL,50
500375,"Estancia La Chuña",NULL,50
500376,"Estancia El Bonito",NULL,50
500377,Ñacunán,NULL,50
500378,"La Florida","91 incluye b.Gargantini y Titarelli",50
500380,Andrade,NULL,50
500381,"Estancia La Argentina",NULL,50
500382,Philipps,NULL,50
500383,"Rodríguez Peña",NULL,50
500384,"Ingeniero Giagnoni","Algarrobo Grande",50
500385,Palmira,NULL,50
500386,Chapanay,NULL,50
500387,"Estación Moluches",NULL,50
500388,"Nueva California"," Est. Moluches",50
500389,"Balde Los Gauchos",NULL,50
500390,"Jocolí Viejo",NULL,50
500391,"El Vergel",NULL,50
500392,"Apeadero Paramillo",NULL,50
500393,"Gobernador Molina",NULL,50
500394,"Colonia Tres de Mayo","Tres de Mayo",50
500395,"Colonia San Francisco",NULL,50
500396,"La Fronteriza",NULL,50
500397,"Puesto Rancho de la Pampa",NULL,50
500398,"Puesto Algarrobo Grande",NULL,50
500399,"Capilla del Rosario",NULL,50
500400,"Embarcadero Resurrección",NULL,50
500401,"Capilla San José",NULL,50
500402,"La Asunción",NULL,50
500403,"Embarcadero El Alpero",NULL,50
500404,"El 15",NULL,50
500405,"Ingeniero Gustavo André",NULL,50
500406,"Los Yaullines",NULL,50
500407,"Capilla del Cavadito",NULL,50
500408,"Puesto El Pichón",NULL,50
500409,"El Salado",NULL,50
500410,"La Toma",NULL,50
500411,"El Balsadero",NULL,50
500412,"Los Sauces",NULL,50
500413,"San Miguel",NULL,50
500414,"El Retamo",NULL,50
500415,"Los Algodones",NULL,50
500416,"Las Cruces",NULL,50
500417,"Altos Amarillos",NULL,50
500418,Arroyito,NULL,50
500419,"Las Gateadas",NULL,50
500420,Algarrobito,NULL,50
500421,"El Tapón",NULL,50
500422,"Guadal de los Pérez",NULL,50
500423,"La Fortuna",NULL,50
500424,"Puesto La Hortensia",NULL,50
500425,Barcala,NULL,50
500427,"Rodeo de la Cruz",NULL,50
500428,"El Borbollón",Borbollón,50
500700,Algarrobal,NULL,50
500701,"Cañada Seca",NULL,50
500703,Coquimbito,NULL,50
500704,"Cuadro Nacional",NULL,50
500705,"El Resguardo",NULL,50
500708,"Ingeniero Balloffet",NULL,50
500710,"La Puntilla",NULL,50
500711,"Mayor Drummond",NULL,50
500712,"Pedro Molina",Bermejo,50
500713,"San José",NULL,50
500714,Dorrego,NULL,50
500715,"La Colonia",NULL,50
500718,"El Carrizal",NULL,50
500719,"Las Leñas",NULL,50
500720,"Mundo Nuevo",NULL,50
500721,"Los Arboles",NULL,50
500722,Reducción,NULL,50
500723,Chivilcoy,NULL,50
500724,"Barrio Chivilcoy",NULL,50
500725,"Villa Atuel Norte",NULL,50
500726,"El Manzano",NULL,50
500727,"La Esperanza",NULL,50
500728,"Villa Antigua",NULL,50
500729,"Cuadro Benegas",NULL,50
500730,"Capitán Montoya",NULL,50
500731,"El Nevado","Barrio El Nevado",50
500732,"Villa Nueva","1914, La Purísima",50
500733,"General Gutiérrez",Gutiérrez,50
500734,Buenanueva,NULL,50
500735,"Capilla del  Rosario",NULL,50
500736,"Jesús Nazareno",NULL,50
500737,Retamo,NULL,50
500738,"El Plumerillo",Plumerillo,50
500739,"El Challao",Challao,50
500740,"Tres Acequias",Acequias,50
500741,Luzuriaga,NULL,50
500742,"La Isla",NULL,50
500743,Vistalba,NULL,50
500744,"Las Cortaderas",Cortaderas,50
500745,Capiz,NULL,50
500746,"Alto Verde",NULL,50
500747,"Buen Orden","Villa Buen Orden",50
500748,"Alto Salvador",NULL,50
500749,"El Espino",Espino,50
500750,"El Ramblón",Ramblón,50
500751,"El Capacho",NULL,50
500752,"El Zapallar",Zapallán,50
500753,Panquehua,NULL,50
500754,Batán,"Batán de Tejeda",50
500755,"Las Chilcas","Aguada Las Chilcas, Chilcal",50
500757,"Las Tortugas",NULL,50
500758,Trapiche,NULL,50
500759,"Tapón de Sevilla",NULL,50
500760,"San Francisco del Monte",NULL,50
500761,Carrodilla,NULL,50
500762,"El Cerrito","Cañada del Cerrito",50
500763,"Calle Larga",NULL,50
500764,"El Totoral",Totoral,50
500765,"Costa Anzorena","Costa de Anzorena",50
500766,Arboleda,NULL,50
500767,Gibbs,NULL,50
500768,"La Purísima",NULL,50
540002,Posadas,NULL,54
540006,Oberá,NULL,54
540008,Eldorado,"El Dorado",54
540010,"Puerto Iguazú",Iguazú,54
540012,Apóstoles,"congl. con Liebigs/Ituzaingó",54
540014,"Leandro N. Alem",NULL,54
540016,"Jardín América",NULL,54
540018,Montecarlo,NULL,54
540020,"Puerto Rico","Libertador General San Martín, Puerto San Alberto",54
540022,"Puerto Esperanza",NULL,54
540024,"San Vicente",NULL,54
540026,Wanda,NULL,54
540028,"San Pedro",NULL,54
540030,"San Javier",NULL,54
540032,Candelaria,NULL,54
540034,"Aristóbulo del Valle",NULL,54
540036,"Puerto Piray",NULL,54
540038,"Almirante Brown",NULL,54
540040,Libertad,"Villa 25 de Mayo",54
540042,"San Ignacio",NULL,54
540044,"Campo Viera",NULL,54
540046,"Concepción de la Sierra",NULL,54
540048,"Campo Grande",NULL,54
540050,"Bernardo de Irigoyen",NULL,54
540052,"San José",NULL,54
540054,"Santa Ana",NULL,54
540056,Garupá,NULL,54
540058,Capiovi,NULL,54
540060,"Dos de Mayo Núcleo III",NULL,54
540062,Garuhape,NULL,54
540064,"El Alcázar",NULL,54
540066,"Salto Encantado",NULL,54
540068,"El Soberbio",NULL,54
540070,"Gobernador Roca",NULL,54
540072,Corpus,NULL,54
540074,"25 de Mayo",NULL,54
540078,"Santo Pipo",NULL,54
540080,"San Antonio",NULL,54
540082,Guaraní,NULL,54
540084,"San Miguel",NULL,54
540086,"María Magdalena",NULL,54
540088,Azara,NULL,54
540090,"Dos de Mayo Núcleo II",NULL,54
540092,Bonpland,NULL,54
540094,"Ruiz de Montoya",NULL,54
540096,"Santa Rita",NULL,54
540098,"Puerto Leoni",NULL,54
540100,"Puerto Pinares",NULL,54
540102,Laharrague,NULL,54
540104,"Colonia Victoria",Victoria,54
540106,"Panambí Kilómetro 20","Puerto Panambí",54
540108,"Estación Apóstoles",NULL,54
540110,"Villa Bonita",NULL,54
540112,"Campo Ramón",NULL,54
540114,Caraguatay,NULL,54
540116,"Villa Libertad",NULL,54
540120,"9 de Julio Kilómetro 20",NULL,54
540122,Itacaruaré,NULL,54
540124,"Piray Kilómetro 18",NULL,54
540126,"Villa Roulet",NULL,54
540128,Pindapoy,NULL,54
540130,Oasis,NULL,54
540132,"San Gotardo",NULL,54
540134,Taruma,NULL,54
540136,"San Martín",NULL,54
540138,"Dos de Mayo Núcleo I",NULL,54
540142,"Alba Posse",NULL,54
540143,"Cerro Corá",NULL,54
540145,"Estancia Itaembé",NULL,54
540146,"Estancia Itaembé Mini",NULL,54
540147,"Villa Emilia",NULL,54
540148,"Santa Inés",NULL,54
540149,"Estancia Las Vertientes",NULL,54
540150,"Estancia Manantiales",NULL,54
540151,"Estancia San Andrés",NULL,54
540152,"Estancia Santa Catalina",NULL,54
540153,Fachinal,NULL,54
540154,"General Güemes",NULL,54
540155,"Cerro Azul",NULL,54
540156,"Sierra San Juan",NULL,54
540157,"Puerto Azara",NULL,54
540158,"Puerto San Isidro",NULL,54
540159,"Santa María",NULL,54
540160,"San Juan de la Sierra",NULL,54
540161,"Colonia Tarancó",NULL,54
540162,"Villa Venecia",NULL,54
540163,"Tres Capones",NULL,54
540164,"La Capilla",NULL,54
540165,"Estancia Don Horacio",NULL,54
540166,Villalonga,NULL,54
540167,"Puerto Yacuy",NULL,54
540168,"Puerto Canoas",NULL,54
540169,Portada,NULL,54
540170,"Villa Flor",NULL,54
540171,"Puerto Paulito",NULL,54
540172,"Planchada Banderita",NULL,54
540173,"Puerto Península",NULL,54
540174,Tirica,NULL,54
540175,"Gobernador J. J. Lanusse",NULL,54
540176,"Puerto Libertad",NULL,54
540177,"Puerto Wanda",NULL,54
540178,Celman,NULL,54
540180,"La Plantadora",NULL,54
540181,"Puerto Krieger",NULL,54
540182,"San Cayetano",NULL,54
540183,"Puerto Yrigoyen",NULL,54
540184,"El Trescientos",NULL,54
540185,Rodillal,NULL,54
540186,"Puerto Bossetti",NULL,54
540187,"Puerto Delicia",NULL,54
540188,"Colonia Delicia",NULL,54
540189,"Colonia Delicia Durán",NULL,54
540190,"Colonia Cunci",NULL,54
540191,"Puerto Mado",NULL,54
540192,"Puerto Paticúa",NULL,54
540193,"Puerto Eldorado",NULL,54
540194,Frayer,NULL,54
540195,"Cuatro Bocas",NULL,54
540196,"Cerro 60",NULL,54
540197,Caburé-i,NULL,54
540198,"Caburé-i, Kilómetro 12",NULL,54
540199,"Caburé-i, Kilómetro 9",NULL,54
540200,Deseado,NULL,54
540202,Soberanía,NULL,54
540203,Azopardo,NULL,54
540204,"Refugio Peñalito",Piñalito,54
540205,"Tres Marías",NULL,54
540206,"Campo Alegre",NULL,54
540207,"El Pesado",NULL,54
540210,Estelina,NULL,54
540212,"La Piña",NULL,54
540213,"Dos Hermanas",NULL,54
540214,Macaca,NULL,54
540215,Horquetas,NULL,54
540216,"Dos Fronteras",NULL,54
540217,"El Tropezón",NULL,54
540218,"San Isidro",NULL,54
540219,"Colonia San José",NULL,54
540220,"Ojo de Agua",NULL,54
540221,"Invernada de Itacaruaré",NULL,54
540222,"Rincón de Guerrero",NULL,54
540223,"Los Galpones",NULL,54
540224,"Mojón Grande",NULL,54
540225,"Puerto Rosario",NULL,54
540226,"Bella Vista",NULL,54
540227,"Colonia Caá Guazú",NULL,54
540228,"Olegario Víctor Andrade",NULL,54
540229,Almafuerte,NULL,54
540230,"Colonia Finlandesa",NULL,54
540231,Caá-Yarí,NULL,54
540232,"El Chatón",NULL,54
540233,"Gobernador López","Picada López,Picada Gobernador General López",54
540234,"Dos Arroyos",NULL,54
540235,"Picada Polaca",NULL,54
540236,"Kilómetro 26",NULL,54
540237,Profundidad,NULL,54
540238,Mártires,NULL,54
540239,"Puerto Santa Ana",NULL,54
540240,"Puerto  Maní",NULL,54
540241,"Puerto Nuevo",NULL,54
540242,"Teyú Cuaré",NULL,54
540243,Yacutinga,NULL,54
540244,Tacuará,NULL,54
540245,"General Urquiza",NULL,54
540246,Ñacanguazú,NULL,54
540247,"Puerto España",NULL,54
540248,"Puerto Gisela",NULL,54
540249,"Hipólito Yrigoyen",NULL,54
540250,"Puerto  Tabay",NULL,54
540252,"Puerto Mineral",NULL,54
540253,"Los Teales",NULL,54
540254,Cuchilla,NULL,54
540256,"Oro Verde",NULL,54
540257,Capioviciño,NULL,54
540258,Cuñapirú,NULL,54
540259,Mbopicuá,NULL,54
540260,"Puerto Garuhape",NULL,54
540261,"3 de Mayo",NULL,54
540263,"Puerto Paranay",NULL,54
540264,"Colonia Yabebiry",Yabebiry,54
540265,"General Alberdi",Alberdi,54
540266,"Villa Sarubb",NULL,54
540267,"General Alvear",NULL,54
540268,"La Divisa",NULL,54
540269,"El Chapa",NULL,54
540270,Salto,NULL,54
540271,"Villa Armonía",NULL,54
540272,"La Africana",NULL,54
540273,"Los Helechos",NULL,54
540275,"Villa Unión",NULL,54
540276,"Barra Bonita",NULL,54
540277,"La Línea",NULL,54
540278,"Panambí Kilómetro 8",NULL,54
540279,"Kilómetro 13",NULL,54
540280,"Kilómetro 4",NULL,54
540281,"El Tigre",NULL,54
540282,"Colonia Florida",NULL,54
540283,"Kilómetro 212",NULL,54
540284,"Kilómetro 218",NULL,54
540285,Pindaití,NULL,54
540286,"El Cruce",NULL,54
540287,"Dos de Mayo",NULL,54
540290,"Kilómetro 17",NULL,54
540291,"Sierra de Oro",NULL,54
540292,"Kilómetro 198",NULL,54
540293,"San Francisco de Asís",NULL,54
540294,"Domingo Faustino Sarmiento",NULL,54
540295,Desplayado,NULL,54
540296,Bartolito,NULL,54
540297,"Torta Quemada",NULL,54
540298,"Villa Vilma",NULL,54
540299,Mal-Bao,NULL,54
540300,"El Saltito",NULL,54
540301,"Colonia El Doradillo",NULL,54
540302,Macaco,NULL,54
540303,"Puerto Aurora",NULL,54
540304,"Puerto Insúa",NULL,54
540305,"Puerto Londero",NULL,54
540306,"Puerto San Martín",NULL,54
540307,"Puerto Alicia",NULL,54
540308,"Colonia Alicia Baja",NULL,54
540309,"Colonia Alicia Alta",NULL,54
540310,"Kilómetro 11",NULL,54
540311,"San Carlos",NULL,54
540312,"Colonia Acaraguá",NULL,54
540313,"De Petris",NULL,54
540314,"Mariano Moreno",NULL,54
540315,"Colonia Chafariz",NULL,54
540316,"Kilómetro 5",NULL,54
540317,"General Manuel Belgrano",NULL,54
540318,"Las Mercedes",NULL,54
540320,"Kilómetro 270",NULL,54
540321,"Capitán Antonio Morales",NULL,54
540322,"Kilómetro 286",NULL,54
540323,Fracran,NULL,54
540324,Paraíso,NULL,54
540325,Fortaleza,NULL,54
540326,"El Socorro",NULL,54
540327,Moconá,NULL,54
540328,Guabichú,NULL,54
540329,"Mesa Redonda",NULL,54
540330,"Río Yaboty",NULL,54
540331,"Puerto Paraíso",NULL,54
540332,Monteagudo,NULL,54
540334,"Colonia Manuel Belgrano",NULL,54
540335,"Cruce Londero",NULL,54
540336,"Kilómetro 35",NULL,54
540337,"Alta Unión",NULL,54
540338,"Estación La Misionera",NULL,54
540339,"Estancia Santa Rita",NULL,54
540340,"Puerto Caraguatay",NULL,54
540341,"Puerto Montecarlo",NULL,54
540342,"La Posta",NULL,54
540343,"Puerto Laharrague",NULL,54
540344,"Colonia Santa Teresa",NULL,54
540346,"El Misionero",NULL,54
540347,"Kilómetro 22",NULL,54
540348,Piray,NULL,54
540349,"Kilómetro 34",NULL,54
540350,"Villa Ojo de Agua",NULL,54
540351,"Colonia Caraguatay",NULL,54
540352,"Kilómetro 62",NULL,54
540353,"Villa Don Bosco",NULL,54
540354,"Palmera Boca",NULL,54
540355,Gramado,NULL,54
540356,"La Chilita",NULL,54
540357,"Siete Estrellas",NULL,54
540358,Campana,NULL,54
540359,"Puerto Rosales",NULL,54
540360,Paduan,NULL,54
540361,"Cruce Caballero",NULL,54
540362,Tobuna,NULL,54
540363,"Santa Rosa",NULL,54
540364,Juanita,NULL,54
540365,"Piray Mini",NULL,54
540366,"La Gruta",NULL,54
540367,Luján,NULL,54
540368,Mondori,NULL,54
540700,"Cataratas del Iguazú",NULL,54
540701,Loreto,NULL,54
540702,"Miguel Lanús",NULL,54
540703,"Puerto Naranjito","Puerto Naranjerito",54
540704,"Puerto Victoria",NULL,54
540706,"Arroyo Del Medio",NULL,54
540707,"Colonia Laosiana",NULL,54
540708,"Barrio Centro Correntino",NULL,54
